,Entity_id,related_from,related_to_entity_id,related_to_term
3385,232,serum albumin,233,3.1
3386,232,serum albumin,234,g/dL
3387,235,serum-ascites albumin gradient,237,0.8
3388,235,serum-ascites albumin gradient,238,g/dL
3389,239,AFB stain,241,negative
3390,240,culture,241,negative
3391,243,AFP,244,6881.93
3392,243,AFP,245,ng/mL
3393,247,peritoneal carcinomatosis,248,treatments
3394,26,prothrombin time,27,14.3
3395,26,prothrombin time,28,seconds
3396,29,international normalized ratio,30,1.11
3397,31,aspartate aminotransferase,32,22
3398,31,aspartate aminotransferase,33,IU/L
3399,34,alanine aminotransferase,35,12
3400,34,alanine aminotransferase,36,IU/L
3401,37,total bilirubin,38,0.5
3402,37,total bilirubin,39,mg/dL
3403,40,alkaline phosphatase,41,134
3404,40,alkaline phosphatase,42,IU/L
3405,43,lactate dehydrogenase,44,295
3406,43,lactate dehydrogenase,45,IU/L
3407,46,gamma-glutamyl transpeptidase,47,26
3408,46,gamma-glutamyl transpeptidase,48,IU/L
3409,49,protein/albumin,50,6.4/4.0
3410,49,protein/albumin,51,g/dL
3411,5,blood pressure,6,100/60
3412,5,blood pressure,7,mmHg
3413,52,uric acid,53,5
3414,52,uric acid,54,mg/dL
3415,55,blood urea nitrogen/creatinine,56,16.6/0.7
3416,55,blood urea nitrogen/creatinine,57,mg/dL
3417,64,HBV-DNA,65,<20
3418,64,HBV-DNA,66,IU/mL
3419,69,serum α-fetoprotein,71,676.5
3420,69,serum α-fetoprotein,72,ng/mL
3421,70,AFP,71,676.5
3422,70,AFP,72,ng/mL
3423,73,carbohydrate antigen 19-9,75,<0.6
3424,73,carbohydrate antigen 19-9,76,U/mL
3425,74,CA19-9,75,<0.6
3426,74,CA19-9,76,U/mL
3427,79,necrotic mass,77,abdominal CT scan
3428,79,necrotic mass,81,hepatic lobe
3429,8,pulse rate,10,/min
3430,8,pulse rate,9,70
3431,80,internal hemorrhage,77,abdominal CT scan
3432,80,internal hemorrhage,81,hepatic lobe
3433,82,ruptured,81,hepatic lobe
3434,82,ruptured,83,peritoneum
3435,88,serum AFP,89,decreased
3436,88,serum AFP,90,7.67
3437,88,serum AFP,91,ng/mL
3438,93,tegafur/uracil,95,3 months
3439,98,subphrenic mass,96,abdominal CT scanning
3440,16,S1 and S2 sounds,15,audible
3441,17,crackles,18,lung
3442,21,X-ray,20,Chest
3443,22,cardiomegaly,21,X-ray
3444,23,pulmonary oedema,21,X-ray
3445,24,pleural effusions,21,X-ray
3446,27,sinus rhythm,26,normal
3447,28,low-voltage complexes,25,12-lead ECG
3448,31,biventricular hypertrophy,29,Transthoracic echocardiogram
3449,31,biventricular hypertrophy,30,TTE
3450,33,ejection fraction,32,preserved
3451,33,ejection fraction,34,60
3452,33,ejection fraction,35,%
3453,37,right-ventricular systolic pressure,36,elevated
3454,37,right-ventricular systolic pressure,38,36
3455,37,right-ventricular systolic pressure,39,mm Hg
3456,40,Coronary CT angiogram,41,coronary arteries
3457,43,subendocardial delayed enhancement,42,cardiac MRI
3458,44,infiltrative myocardial disease,42,cardiac MRI
3459,45,biventricular hypertrophy,42,cardiac MRI
3460,47,ejection fraction,46,normal
3461,50,amyloidosis,48,right heart catheterisation
3462,50,amyloidosis,49,endomyocardial biopsy
3463,51,amorphous proteinaceous material,48,right heart catheterisation
3464,51,amorphous proteinaceous material,49,endomyocardial biopsy
3465,51,amorphous proteinaceous material,52,cardiac myocytes
3466,51,amorphous proteinaceous material,53,blood vessels
3467,57,free λ light chains,58,86.3
3468,60,Bence-Jones protein,59,positive
3469,60,Bence-Jones protein,61,0.37
3470,60,Bence-Jones protein,62,g/24 h
3471,65,biopsy,64,Bone marrow
3472,7,numbness,8,hands
3473,7,numbness,9,feet
3474,72,systemic AL amyloidosis,73,advanced
3475,72,systemic AL amyloidosis,74,stage III
3476,78,cardiac amyloidosis,77,advanced
3477,82,melphalan,80,started
3478,83,dexamethasone,80,started
3479,85,heart failure,84,therapy
3480,85,heart failure,86,diuretics
3481,103,prednisone,102,oral
3482,103,prednisone,104,60
3483,103,prednisone,105,mg
3484,103,prednisone,106,daily
3485,103,prednisone,107,for 7 days
3486,103,prednisone,108,20
3487,103,prednisone,109,mg
3488,103,prednisone,110,for 7 days
3489,113,claudication,112,jaw
3490,115,pain,114,scalp
3491,117,biopsy,116,temporal artery
3492,118,Histological examination,119,normal
3493,123,HSV-1 antigen,127,negative
3494,125,leukocytes,127,negative
3495,126,CD45,127,negative
3496,13,edema,11,Funduscopic examination
3497,13,edema,12,optic nerve
3498,130,acyclovir,129,intravenous
3499,130,acyclovir,131,10
3500,130,acyclovir,132,mg/kg
3501,130,acyclovir,133,every 8 h
3502,130,acyclovir,134,for 14 days
3503,135,steroids,136,discontinued
3504,14,hemorrhage,11,Funduscopic examination
3505,15,WBC count,16,"12,700"
3506,17,ESR,18,7
3507,17,ESR,19,mm/hr
3508,2,blurred vision,3,eye
3509,20,CRP,21,2.4
3510,20,CRP,22,normal
3511,20,CRP,23,0–1.0
3512,25,pain,24,eye
3513,26,vision,27,declined
3514,29,pain,30,eye
3515,36,swollen,35,optic nerve
3516,38,hemorrhages,35,optic nerve
3517,38,hemorrhages,37,peripapillary nerve
3518,40,macular edema,39,mild
3519,42,occlusion,41,central retinal artery
3520,44,peripheral retinal hemorrhages,43,posterior pole
3521,48,WBC,51,normal
3522,49,ESR,51,normal
3523,5,tenderness,4,scalp
3524,50,CRP,51,normal
3525,55,EKG,57,unremarkable
3526,56,carotid Doppler ultrasound,57,unremarkable
3527,59,MRI,58,Brain
3528,59,MRI,60,optic nerve
3529,61,enhancement,60,optic nerve
3530,63,pain,62,eye
3531,64,vision,65,worsened
3532,67,claudication,66,jaw
3533,69,pain,68,scalp
3534,72,cells,71,1+
3535,73,flare,74,anterior chamber
3536,79,retinal necrosis,78,Funduscopic examination
3537,80,hemorrhages,78,Funduscopic examination
3538,9,Intraocular pressures,10,normal
3539,90,VZV DNA,89,positive
3540,92,ganciclovir,93,2000
3541,92,ganciclovir,94,mcg/0.5 ml
3542,97,acyclovir,100,5 times daily
3543,97,acyclovir,101,for 14 days
3544,97,acyclovir,96,oral
3545,97,acyclovir,98,800
3546,97,acyclovir,99,mg
3547,1,coronary artery disease,4,stenting
3548,12,aortic stenosis,10,grade III
3549,12,aortic stenosis,11,severe
3550,12,aortic stenosis,9,Cardiological work-up
3551,15,femoral arteriopathy,14,severe
3552,15,femoral arteriopathy,16,trans-subclavian TAVI
3553,25,mitral regurgitation,22,Transoesophageal echocardiography
3554,25,mitral regurgitation,23,TEE
3555,25,mitral regurgitation,24,severe
3556,26,MR,23,TEE
3557,29,atrial septal defect,31,closure
3558,30,ASD,31,closure
3559,36,aortic regurgitation,34,echocardiography
3560,36,aortic regurgitation,35,moderate-to-severe
3561,38,MR,34,echocardiography
3562,38,MR,37,severe
3563,4,stenting,2,right coronary artery
3564,4,stenting,3,RCA
3565,45,detachment,44,mitral leaflet
3566,47,coronary artery disease,46,coronary angiography
3567,54,opened,53,ascending aorta
3568,54,opened,56,aortic valve
3569,55,exploration,53,ascending aorta
3570,55,exploration,56,aortic valve
3571,60,vein-grafting,61,circumflex coronary artery
3572,64,excised,62,mitral valve
3573,70,septal defect,69,removed
3574,11,paralysis,10,Muscle
3575,12,Cisatracurium,13,0.15
3576,12,Cisatracurium,14,μg/kg
3577,18,trachea,17,tracheal tube
3578,20,problems,21,laryngoscopy
3579,24,pressure,25,20
3580,29,pharynx,28,throat pack
3581,30,blood,31,aero-digestive tract
3582,35,Remifentanyl,37,0.25
3583,35,Remifentanyl,38,μg/kg/min
3584,4,Remifentanyl,3,bolus
3585,4,Remifentanyl,5,0.5
3586,4,Remifentanyl,6,μg/kg
3587,40,arterial hypotension,39,Moderate
3588,41,systolic artery pressure,42,90
3589,41,systolic artery pressure,43,mmHg
3590,55,deviation,54,Examination
3591,55,deviation,56,tongue
3592,58,paralysis,54,Examination
3593,58,paralysis,57,vocal cord
3594,61,injury,60,laryngeal nerve
3595,7,Propofol,3,bolus
3596,7,Propofol,8,2
3597,7,Propofol,9,mg/kg
3598,12,choanal mass,11,Nasal examination
3599,13,mass,15,imaging
3600,14,bleeding,15,imaging
3601,14,bleeding,16,biopsy
3602,17,MRI,18,head
3603,20,infra-sellar mass,17,MRI
3604,20,infra-sellar mass,21,nasopharynx
3605,23,serum prolactin,24,very high
3606,23,serum prolactin,25,7443
3607,23,serum prolactin,26,µg/L
3608,30,cabergoline,31,0.25
3609,30,cabergoline,32,mg
3610,30,cabergoline,33,twice per week
3611,4,headache,1,ear
3612,4,headache,2,nose
3613,6,epistaxis,5,nasal canal
3614,11,colonoscopy,13,negative
3615,12,colonoscopy,13,negative
3616,14,recurrence,11,colonoscopy
3617,14,recurrence,12,colonoscopy
3618,17,sessile polyp,15,colonoscopy
3619,17,sessile polyp,16,colonoscopy
3620,17,sessile polyp,19,anal verge
3621,21,villous adenoma,20,Biopsies
3622,3,sessile polyp,1,colonoscopy
3623,3,sessile polyp,4,anal verge
3624,3,sessile polyp,5,removed
3625,33,invasive rectal mass,32,MRI
3626,33,invasive rectal mass,34,muscularis propria
3627,35,adventitia,32,MRI
3628,36,T2 rectal carcinoma,32,MRI
3629,39,rectal mass,38,EUS
3630,39,rectal mass,40,mucosa
3631,39,rectal mass,41,submucosa
3632,53,villous adenoma,51,resected
3633,53,villous adenoma,52,rectosigmoid
3634,59,excised,58,mesorectal lymph nodes
3635,9,dysplasia,8,high-grade
3636,1,blurred vision,2,eyes
3637,10,lordosis,9,lumbar
3638,13,height,14,108
3639,13,height,15,cm
3640,21,slit lamp examination,22,unremarkable
3641,23,intraocular pressure,24,12
3642,23,intraocular pressure,25,mm Hg
3643,28,macular lesion,27,Dilated fundus examination
3644,28,macular lesion,29,eyes
3645,31,lesion,30,eye
3646,33,lesion,32,eye
3647,35,choroidal,36,retinal vasculature
3648,40,Fluorescein angiography,41,posterior segment
3649,40,Fluorescein angiography,43,optic nerve head
3650,42,optical coherence tomography,41,posterior segment
3651,42,optical coherence tomography,43,optic nerve head
3652,5,birth weight,4,normal
3653,15,boost,16,posterior fossa
3654,32,bony prominence,33,wrists
3655,32,bony prominence,34,knees
3656,48,height,49,102
3657,48,height,50,cm
3658,5,tumor,3,Treatment
3659,5,tumor,4,surgical resection
3660,5,tumor,7,Vincristine
3661,53,height,54,increased
3662,53,height,55,105.6
3663,56,Radiographs,58,femurs
3664,56,Radiographs,59,tibias
3665,61,physes,56,Radiographs
3666,68,radiographs,65,bone
3667,68,radiographs,66,hand
3668,68,radiographs,67,wrist
3669,12,pain,11,intense
3670,12,pain,13,abdomen
3671,15,haemoglobin level,16,10
3672,15,haemoglobin level,17,g/dl
3673,20,hemoperitoneum,19,CT scan
3674,23,bleeding,24,laparotomy
3675,26,blood clots,25,exploration
3676,28,torsionated,27,ileocecal valve
3677,29,perforated meckel diverticulum,27,ileocecal valve
3678,3,auricular fibrillation,4,treatment
3679,3,auricular fibrillation,5,dicumarinic anticoagulant
3680,30,intradiverticular bleeding,27,ileocecal valve
3681,102,chlorine level,103,103
3682,102,chlorine level,104,mEq/L
3683,105,iron level,106,57
3684,105,iron level,107,μg/dL
3685,108,ferritin level,109,366
3686,108,ferritin level,110,ng/mL
3687,11,atrophic gastritis,10,gastrointestinal endoscopy
3688,111,B-type natriuretic peptide (BNP) level,112,125.3
3689,111,B-type natriuretic peptide (BNP) level,113,pg/mL
3690,114,vitamin B1 level,115,8
3691,114,vitamin B1 level,116,ng/mL
3692,117,electrocardiogram,118,normal
3693,12,Helicobacter pylori antibodies,15,negative
3694,120,X-rays,119,chest
3695,122,cardiothoracic ratio,121,normal
3696,122,cardiothoracic ratio,123,40.8
3697,128,periaqueductal hyperintensities,127,magnetic resonance imaging
3698,13,rapid urease test,15,negative
3699,136,antihypertensive agents,137,discontinued
3700,139,vitamin B1,138,intravenous
3701,14,histopathological evaluation,15,negative
3702,143,body weight,144,increased
3703,143,body weight,145,3
3704,143,body weight,146,kg
3705,151,gastrointestinal symptoms,152,ameliorated
3706,153,blood pressure,154,increased
3707,153,blood pressure,155,160/90
3708,153,blood pressure,156,mmHg
3709,158,olmesartan,157,resumed
3710,161,appetite,160,decreased
3711,165,bowel movements,164,five
3712,166,body weight,167,decreased
3713,166,body weight,168,47
3714,166,body weight,169,kg
3715,171,olmesartan,170,resumption
3716,173,body temperature,174,35.1
3717,176,pulse rate,177,93
3718,176,pulse rate,178,/min
3719,179,blood pressure,180,132/75
3720,179,blood pressure,181,mmHg
3721,18,body weight,19,decreased
3722,18,body weight,20,23
3723,18,body weight,21,kg
3724,183,symptoms,182,worsening
3725,184,sodium level,185,139
3726,184,sodium level,186,mEq/L
3727,187,potassium level,188,2.9
3728,187,potassium level,189,mEq/L
3729,190,chlorine level,191,116
3730,190,chlorine level,192,mEq/L.
3731,194,serum sodium level,196,23
3732,194,serum sodium level,197,mEq/L
3733,195,chloride level,196,23
3734,195,chloride level,197,mEq/L
3735,199,pH,200,7.25
3736,2,appetite,1,decreased
3737,201,PCO2,202,25
3738,201,PCO2,203,mmHg
3739,204,HCO3,205,11
3740,204,HCO3,206,mmol/L.
3741,208,sodium level,209,15
3742,208,sodium level,210,mEq/L
3743,211,potassium level,212,13
3744,211,potassium level,213,mEq/L
3745,214,chlorine level,215,100
3746,214,chlorine level,216,mEq/L
3747,217,urine anion gap,218,72
3748,217,urine anion gap,219,mEq/L
3749,221,bowel movements,220,increase
3750,222,HCO3,223,gastrointestinal tract
3751,226,dilation,227,intestinal tract
3752,23,medication,22,stopped
3753,230,olmesartan,229,discontinuing
3754,231,nausea,233,ameliorated
3755,236,olmesartan,235,discontinuing
3756,237,inflammation,234,Duodenal biopsy
3757,237,inflammation,238,fold structure
3758,239,ameliorated,238,fold structure
3759,25,Amlodipine,26,5
3760,25,Amlodipine,27,mg/day
3761,34,olmesartan,32,30
3762,34,olmesartan,33,mg/day
3763,39,height,40,165
3764,39,height,41,cm
3765,42,body weight,43,47
3766,42,body weight,44,kg
3767,45,body mass index,46,17
3768,45,body mass index,47,kg/m2
3769,48,body temperature,49,36.3
3770,51,pulse rate,52,101
3771,51,pulse rate,53,/min
3772,54,blood pressure,55,101/81
3773,54,blood pressure,56,mmHg
3774,57,respiratory rate,58,12
3775,57,respiratory rate,59,breaths/min
3776,60,saturation,63,98
3777,60,saturation,64,%
3778,61,pulse oximetry,63,98
3779,61,pulse oximetry,64,%
3780,62,SpO2,63,98
3781,62,SpO2,64,%
3782,66,murmur,65,heart
3783,69,pitting edema,70,legs
3784,7,blood tests,9,normal
3785,74,thermal nociception,75,toes
3786,74,thermal nociception,76,feet
3787,78,gait,79,poor
3788,81,Achilles tendon reflexes,82,disappeared
3789,85,white blood cell count,86,"6,200"
3790,85,white blood cell count,87,/μL
3791,88,hemoglobin level,89,12.5
3792,88,hemoglobin level,90,g/dL
3793,91,mean corpuscular volume,92,88.4
3794,93,platelet count,94,"2,30,000"
3795,93,platelet count,95,/μL
3796,96,sodium level,97,136
3797,96,sodium level,98,mEq/L
3798,99,potassium level,100,3.8
3799,99,potassium level,101,mEq/L
3800,1,enlarged,2,abdomen
3801,1,enlarged,3,oncological examination
3802,13,acid phosphatase,12,elevated
3803,13,acid phosphatase,14,47.8
3804,13,acid phosphatase,15,IU/L
3805,13,acid phosphatase,16,normal
3806,17,chitotriosidase activity,18,508
3807,17,chitotriosidase activity,19,nmol/mg
3808,17,chitotriosidase activity,20,normal
3809,22,beta-glucosidase activity,21,reduced
3810,22,beta-glucosidase activity,23,2
3811,29,NGD,28,chronic
3812,38,miglustat,40,100
3813,38,miglustat,41,three times daily
3814,46,diarrhea,45,mild
3815,46,diarrhea,47,miglustat therapy
3816,51,splenomegaly,48,ERT
3817,51,splenomegaly,49,miglustat
3818,51,splenomegaly,50,combination treatment
3819,60,neurological impairment,59,combination therapy
3820,62,epileptic crises,61,2016
3821,64,muscular tone,63,good
3822,67,reflexes,66,normal
3823,68,hyperreflexia,69,legs
3824,73,deambulation,74,normal
3825,77,visual evoked potentials,76,normal
3826,8,biopsy,7,bone marrow
3827,100,luminal irregularities,98,angiogram
3828,105,akinesis,79,echocardiogram
3829,105,akinesis,86,apex
3830,105,akinesis,87,inferoseptum
3831,105,akinesis,88,apical inferior-anterior wall segments
3832,116,metoprolol tartrate,117,12.5
3833,116,metoprolol tartrate,119,two times a day
3834,124,ejection fraction,125,65–70
3835,14,furosemide,13,oral
3836,14,furosemide,15,20
3837,14,furosemide,16,mg
3838,17,levothyroxine,18,100
3839,17,levothyroxine,19,µg
3840,17,levothyroxine,20,once daily
3841,23,blood pressure,24,105/55
3842,25,heart rate,26,93
3843,25,heart rate,27,bpm
3844,28,respiratory rate,29,20
3845,28,respiratory rate,30,/min
3846,3,pain,2,substernal chest
3847,31,oxygen saturation,32,98
3848,31,oxygen saturation,33,%
3849,38,crackles,36,skin
3850,38,crackles,37,minimal
3851,38,crackles,39,bases
3852,41,rate and rhythm,40,regular
3853,43,systolic murmur,42,02-Jun
3854,43,systolic murmur,44,apex
3855,49,peripheral pulses,48,strong
3856,52,non-tender,51,abdomen
3857,53,non-distended,51,abdomen
3858,55,neurological deficits,51,abdomen
3859,56,complete blood count,59,within normal limits
3860,57,basic metabolic panel,59,within normal limits
3861,58,coagulation tests,59,within normal limits
3862,60,cardiac enzymes,61,increased
3863,62,troponin I,63,2.59
3864,62,troponin I,64,ng/mL
3865,62,troponin I,65,ng/mL
3866,66,creatine phosphokinase,67,84
3867,66,creatine phosphokinase,68,U/L
3868,7,ventricular fibrillation,8,resuscitated
3869,72,sinus rhythm,71,normal
3870,75,Q waves,70,ECG
3871,78,infarct,77,anterior wall
3872,80,left ventricular ejection fraction,81,30–35
3873,80,left ventricular ejection fraction,82,%
3874,84,left ventricular hypertrophy,79,echocardiogram
3875,84,left ventricular hypertrophy,83,mild
3876,84,left ventricular hypertrophy,86,apex
3877,85,akinesis,79,echocardiogram
3878,85,akinesis,86,apex
3879,85,akinesis,87,inferoseptum
3880,85,akinesis,88,apical inferior-anterior wall segments
3881,89,ischaemic damage,90,left anterior descending artery
3882,99,non-obstructive coronary artery disease,98,angiogram
3883,103,mtDNA depletion,102,severe
3884,105,mtDNA depletion,106,muscularis propria
3885,105,mtDNA depletion,107,external layer
3886,11,length,12,47
3887,11,length,13,cm
3888,111,mtDNA depletion,110,milder
3889,111,mtDNA depletion,112,small intestine
3890,113,mtDNA depletion,114,liver
3891,14,head circumference,15,33.2
3892,14,head circumference,16,cm
3893,14,head circumference,17,25th
3894,14,head circumference,18,percentile
3895,20,Apgar scores,21,2
3896,20,Apgar scores,22,7
3897,24,hypotonia,23,severe
3898,26,weakness,25,muscle
3899,33,enlarged,31,cranial MRI
3900,33,enlarged,32,mildly
3901,33,enlarged,34,ventricles
3902,33,enlarged,35,liquor spaces
3903,37,abdominal distension,36,severe
3904,4,intrauterine movements,3,reduced
3905,40,intestinal dilation,39,MRI
3906,41,mechanical obstruction,39,MRI
3907,45,Blood lactate,46,normal
3908,45,Blood lactate,47,1.3
3909,45,Blood lactate,48,mmol/L
3910,45,Blood lactate,49,normal
3911,50,liver enzymes,51,unremarkable
3912,53,biopsy,52,skeletal muscle
3913,54,hypertrophic cytochrome c oxidase,53,biopsy
3914,54,hypertrophic cytochrome c oxidase,58,muscle fibers
3915,55,COX,53,biopsy
3916,55,COX,58,muscle fibers
3917,57,succinate dehydrogenase,53,biopsy
3918,57,succinate dehydrogenase,58,muscle fibers
3919,6,birthweight,10,percentile
3920,6,birthweight,7,"2,330"
3921,6,birthweight,8,g
3922,6,birthweight,9,<10th
3923,61,mtDNA depletion,62,muscle
3924,79,autopsy,80,brain
3925,83,neuronal damage,84,spinal cord
3926,86,cholestasis,85,liver
3927,87,hepatocyte steatosis,85,liver
3928,88,necrosis,85,liver
3929,90,fibrosis,89,liver
3930,92,undescended,91,testicles
3931,94,dilation,96,bowel wall
3932,95,thinning,96,bowel wall
3933,98,analysis,99,stomach
3934,101,LVH,100,Echo
3935,101,LVH,98,calcium channel blockers
3936,102,PHTN,100,Echo
3937,103,Coenzyme Q10 supplementation,104,60
